h3_index;weekly_popularity
8839337521fffff;3466
8839337523fffff;34305
8839337525fffff;4551
8839337527fffff;14378
8839337529fffff;5851
883933752dfffff;19978
8839337533fffff;11463
8839337535fffff;9910
8839337537fffff;28181
883933753dfffff;8988
8839337541fffff;10916
8839337545fffff;3234
8839337549fffff;5889
883933754bfffff;25242
883933754dfffff;2389
8839337553fffff;11439
8839337563fffff;9322
8839337567fffff;5962
883933756bfffff;5819
8839337583fffff;34187
8839337585fffff;9477
8839337587fffff;16905
8839337589fffff;4052
883933758bfffff;13276
8839337591fffff;42320
8839337593fffff;10056
8839337595fffff;6532
8839337597fffff;83108
8839337599fffff;19724
883933759bfffff;12501
883933759dfffff;5928
88393375a1fffff;63954
88393375a3fffff;6189
88393375a5fffff;70426
88393375a7fffff;13007
88393375a9fffff;2767
88393375adfffff;25392
88393375b1fffff;27478
88393375b3fffff;33861
88393375b5fffff;10981
88393375b7fffff;19702
88393375b9fffff;17450
88393375bbfffff;22524
88393375bdfffff;12141
88393375c1fffff;6583
88393375c3fffff;28495
88393375c7fffff;7225
88393375c9fffff;1883
88393375cdfffff;3272
88393375d7fffff;1481
88393375e1fffff;70307
88393375e3fffff;18460
88393375e5fffff;24827
88393375e7fffff;65327
88393375e9fffff;16488
88393375ebfffff;5354
88393375edfffff;4185
8839337649fffff;2419
883933764bfffff;4156
88393376b1fffff;3061
88393376b3fffff;1279
88393376d5fffff;21465
8839337713fffff;3549
8839337735fffff;3470
8839337737fffff;5044
8839337a03fffff;5023
8839337a0bfffff;11989
8839337a0dfffff;4412
8839337a11fffff;85420
8839337a13fffff;15546
8839337a15fffff;8412
8839337a17fffff;8406
8839337a19fffff;26046
8839337a1bfffff;54106
8839337a1dfffff;40843
8839337a4bfffff;3620
8839337a51fffff;4837
8839337a57fffff;20409
8839337a59fffff;14882
8839337a81fffff;30172
8839337a83fffff;33445
8839337a89fffff;17475
8839337a8bfffff;54793
8839337a91fffff;56089
8839337a93fffff;27132
8839337a95fffff;123065
8839337a97fffff;75556
8839337a99fffff;38654
8839337a9bfffff;16200
8839337a9dfffff;34691
8839337abbfffff;40280
8839337ac1fffff;75914
8839337ac3fffff;15555
8839337ac5fffff;40177
8839337ac7fffff;42027
8839337ac9fffff;10214
8839337acdfffff;47552
8839337ad5fffff;2411
8839337ad7fffff;24240
883933a001fffff;2579
883933a009fffff;1046
883933a00dfffff;14163
883933a015fffff;17300
883933a017fffff;3110
883933a01dfffff;3728
883933a021fffff;2642
883933a023fffff;32074
883933a027fffff;5345
883933a029fffff;3755
883933a02bfffff;11142
883933a031fffff;17452
883933a033fffff;3610
883933a035fffff;111757
883933a039fffff;23697
883933a03dfffff;93302
883933a063fffff;3392
883933a06bfffff;6114
883933a0c5fffff;2803
883933a0cdfffff;2276
883933a133fffff;2965
883933a1c1fffff;1926
883933a1c3fffff;5152
883933a1c9fffff;4855
883933a1cbfffff;3684
883933a1dbfffff;1525
883933a1edfffff;3343
883933a213fffff;1504
883933a23bfffff;3502
883933a281fffff;3947
883933a285fffff;3189
883933a2a9fffff;2054
883933a2adfffff;3412
883933a2d1fffff;2737
883933a301fffff;10265
883933a303fffff;2708
883933a325fffff;4433
883933a337fffff;3278
883933a427fffff;1932
883933a461fffff;1916
883933a4e7fffff;3512
883933a501fffff;3182
883933a519fffff;2771
883933a51bfffff;3069
883933a51dfffff;9065
883933a539fffff;894
883933a557fffff;19217
883933a5d7fffff;1967
883933a659fffff;10111
883933a65bfffff;9916
883933a857fffff;3476
883933a8b1fffff;1890
883933a8b7fffff;4458
883933a8c7fffff;2918
883933a8e9fffff;2159
883933a909fffff;6087
883933a935fffff;3386
883933a9a9fffff;2812
883933aacbfffff;6004
883933acd7fffff;3267
883933ae0dfffff;2528
883933ae89fffff;869
883933ae9dfffff;1969
883933aeb5fffff;1642
883933aeb7fffff;9804
883933aeddfffff;4541
883933b419fffff;31106
883933b41dfffff;3760
883933b427fffff;2860
883933b453fffff;22501
883933b523fffff;15909
883933b535fffff;2556
883933b53dfffff;6667
883933b6a1fffff;11109
883933b6a5fffff;2673
883933b6adfffff;2719
883933b825fffff;4109
883933b82dfffff;6966
883933b831fffff;12154
883933b833fffff;2855
883933b83dfffff;4522
883933b867fffff;4197
883933b911fffff;4862
883933b919fffff;2483
883933b91bfffff;2860
883933b943fffff;4170
883933b951fffff;5185
883933b953fffff;15932
883933b957fffff;5620
883933b9d9fffff;3382
883933b9dbfffff;4977
88394439a5fffff;3984
8839708d11fffff;2183
8848a20663fffff;3926
885494b947fffff;5850
888116b0e9fffff;2242
88812b562bfffff;1945
888183675bfffff;3087
88a8100167fffff;1588
88a810056bfffff;3559
88a8100717fffff;2774
88a8100735fffff;2436
88a8100c03fffff;2799
88a8100c15fffff;10716
88a8100c19fffff;3123
88a8100c1dfffff;3537
88a8100d15fffff;3520
88a8100e1dfffff;3136
88a8100e33fffff;1620
88a810384dfffff;3638
88a81070cbfffff;2362
88a810715bfffff;2097
88a8107363fffff;3128
88a810c083fffff;1057
88a8112d27fffff;1824
88a8114939fffff;2535
88a8115765fffff;2976
88a8120dd7fffff;2543
88a8139687fffff;2554
88a813b9d1fffff;2302
88a81a61a7fffff;2935
88a81cc2e1fffff;4132
88a8313259fffff;647
88a831cce3fffff;1099
88a8701003fffff;2382
88a8736c01fffff;2204
88a8810e0bfffff;3223
88a88181a1fffff;1148
88a88cd1e1fffff;3718
88a88cda61fffff;4002
88a88cdb69fffff;2920
88a8952b63fffff;648
88a895646dfffff;2803
88a89574c1fffff;1604
88a8a038b5fffff;5023
88a8a06147fffff;3885
88a8a061ebfffff;3045
88a8a068c7fffff;5215
88a8a06a03fffff;5135
88a8a06a45fffff;3664
88a8a06ecbfffff;2626
88a8a078b1fffff;5249
88a8a078b5fffff;2791
88a8a078c5fffff;2670
88a8a078e5fffff;4920
88a8a36531fffff;2727
88a8c04833fffff;8538
88a8c0c847fffff;2065
88a8c0ce3bfffff;3258
88a8f56a61fffff;3151
88a91b0b55fffff;1759
88a91b4d83fffff;1422
88a928c903fffff;3031
88b91459cdfffff;2141
88be089001fffff;2432
